step,loss,lr,step_time,optimizer,seed,peak_memory_mb
10,73.191108,0.001,0.040188,rmsprop,42,0.0000
20,21.573410,0.001,0.029579,rmsprop,42,0.0000
30,11.727265,0.001,0.030293,rmsprop,42,0.0000
40,8.711099,0.001,0.033288,rmsprop,42,0.0000
50,7.593504,0.001,0.027091,rmsprop,42,0.0000
60,6.451349,0.001,0.026717,rmsprop,42,0.0000
70,6.100843,0.001,0.028716,rmsprop,42,0.0000
80,5.592035,0.001,0.026837,rmsprop,42,0.0000
90,5.542181,0.001,0.026590,rmsprop,42,0.0000
100,5.176863,0.001,0.027192,rmsprop,42,0.0000
110,5.247433,0.001,0.027627,rmsprop,42,0.0000
120,4.575116,0.001,0.026772,rmsprop,42,0.0000
130,5.070318,0.001,0.027322,rmsprop,42,0.0000
140,4.431086,0.001,0.028279,rmsprop,42,0.0000
150,4.369046,0.001,0.025299,rmsprop,42,0.0000
160,4.443659,0.001,0.026042,rmsprop,42,0.0000
170,4.014658,0.001,0.029291,rmsprop,42,0.0000
180,4.059453,0.001,0.025012,rmsprop,42,0.0000
190,3.893396,0.001,0.026806,rmsprop,42,0.0000
200,4.015900,0.001,0.025718,rmsprop,42,0.0000
210,3.768758,0.001,0.025501,rmsprop,42,0.0000
220,3.620096,0.001,0.025546,rmsprop,42,0.0000
230,3.897271,0.001,0.024746,rmsprop,42,0.0000
240,3.762119,0.001,0.026732,rmsprop,42,0.0000
250,3.978141,0.001,0.024889,rmsprop,42,0.0000
260,3.761066,0.001,0.025396,rmsprop,42,0.0000
270,3.945532,0.001,0.026431,rmsprop,42,0.0000
280,3.728026,0.001,0.024770,rmsprop,42,0.0000
290,3.974140,0.001,0.024921,rmsprop,42,0.0000
300,3.615904,0.001,0.024945,rmsprop,42,0.0000
