step,loss,lr,step_time,optimizer,seed,peak_memory_mb
10,71.381957,0.001,0.041928,adafactor,42,0.0000
20,21.690432,0.001,0.035010,adafactor,42,0.0000
30,15.558804,0.001,0.037230,adafactor,42,0.0000
40,11.350889,0.001,0.031373,adafactor,42,0.0000
50,10.767335,0.001,0.029965,adafactor,42,0.0000
60,8.918399,0.001,0.033162,adafactor,42,0.0000
70,8.906854,0.001,0.029316,adafactor,42,0.0000
80,7.430144,0.001,0.029462,adafactor,42,0.0000
90,6.652976,0.001,0.029364,adafactor,42,0.0000
100,6.682128,0.001,0.029744,adafactor,42,0.0000
110,6.512808,0.001,0.029481,adafactor,42,0.0000
120,6.087346,0.001,0.028667,adafactor,42,0.0000
130,5.722513,0.001,0.028675,adafactor,42,0.0000
140,5.691386,0.001,0.028968,adafactor,42,0.0000
150,5.179842,0.001,0.030282,adafactor,42,0.0000
160,5.139407,0.001,0.030657,adafactor,42,0.0000
170,5.085919,0.001,0.031142,adafactor,42,0.0000
180,4.786909,0.001,0.028814,adafactor,42,0.0000
190,4.787217,0.001,0.031707,adafactor,42,0.0000
200,4.769549,0.001,0.031310,adafactor,42,0.0000
210,4.885505,0.001,0.028078,adafactor,42,0.0000
220,4.352822,0.001,0.028526,adafactor,42,0.0000
230,4.386068,0.001,0.028947,adafactor,42,0.0000
240,4.220585,0.001,0.028981,adafactor,42,0.0000
250,4.071258,0.001,0.028612,adafactor,42,0.0000
260,4.354616,0.001,0.031202,adafactor,42,0.0000
270,4.146709,0.001,0.033848,adafactor,42,0.0000
280,4.114473,0.001,0.027978,adafactor,42,0.0000
290,3.778831,0.001,0.029945,adafactor,42,0.0000
300,3.945813,0.001,0.027995,adafactor,42,0.0000
