step,loss,lr,step_time,optimizer,seed,peak_memory_mb,param_norm_l2,grad_norm_l2,update_norm_l2,update_ratio,grad_update_cos,hessian_top_eig
10,136.838348,0.003,0.070282,sgd,42,126.4351,3.19334212e+02,3.69060271e+01,6.80286261e-01,2.13032689e-03,-8.66148060e-01,nan
20,21.325150,0.003,0.007085,sgd,42,139.2397,3.18579315e+02,1.54175520e+01,3.46517410e-01,1.08769588e-03,-7.11214056e-02,nan
30,9.210657,0.003,0.007468,sgd,42,139.2397,3.17708339e+02,8.31346352e+00,1.95268122e-01,6.14614404e-04,-4.35958472e-01,nan
40,5.476107,0.003,0.007327,sgd,42,139.2397,3.16785040e+02,8.52048800e+00,1.19190357e-01,3.76249954e-04,-6.38113988e-02,nan
50,4.505111,0.003,0.007775,sgd,42,139.2397,3.15843455e+02,5.54809458e+00,1.05632502e-01,3.34445754e-04,-5.67907625e-03,1.89609986e+02
60,3.992366,0.003,0.007775,sgd,42,331.6089,3.14897410e+02,3.76764966e+00,1.02068102e-01,3.24131285e-04,-1.57059400e-01,nan
70,3.677959,0.003,0.007516,sgd,42,331.6089,3.13951981e+02,2.16149027e+00,9.84692783e-02,3.13644393e-04,-1.22609116e-01,nan
80,3.494086,0.003,0.007583,sgd,42,331.6089,3.13008795e+02,1.15435638e+00,9.71337068e-02,3.10322612e-04,-1.62631839e-01,nan
90,3.388464,0.003,0.007632,sgd,42,331.6089,3.12068357e+02,1.41326534e+00,9.55066541e-02,3.06044019e-04,-8.65103185e-02,nan
100,3.238094,0.003,0.007711,sgd,42,331.6089,3.11130859e+02,1.15316935e+00,9.50343221e-02,3.05448076e-04,-7.35419417e-02,1.58754011e+02
110,3.189961,0.003,0.007512,sgd,42,331.6089,3.10196268e+02,1.01646749e+00,9.42888742e-02,3.03965212e-04,-5.46771084e-02,nan
120,3.148677,0.003,0.007752,sgd,42,331.6089,3.09264553e+02,1.10576281e+00,9.38915241e-02,3.03596139e-04,-4.54261933e-02,nan
130,3.114789,0.003,0.008063,sgd,42,331.6089,3.08335672e+02,1.33807985e+00,9.35398873e-02,3.03370306e-04,-6.26746559e-02,nan
140,3.068289,0.003,0.007595,sgd,42,331.6089,3.07409599e+02,1.19175165e+00,9.32582160e-02,3.03367938e-04,-7.20560105e-02,nan
150,3.035023,0.003,0.007282,sgd,42,331.6089,3.06486334e+02,1.22156322e+00,9.30340028e-02,3.03550248e-04,-5.23381154e-02,1.78282427e+02
160,2.961101,0.003,0.007503,sgd,42,331.6089,3.05565929e+02,1.10397099e+00,9.25649583e-02,3.02929579e-04,-5.26428010e-02,nan
170,2.958665,0.003,0.007726,sgd,42,331.6089,3.04648327e+02,7.45061886e-01,9.22100449e-02,3.02677011e-04,-6.14219151e-02,nan
180,2.907829,0.003,0.007802,sgd,42,331.6089,3.03733536e+02,9.69137081e-01,9.19014013e-02,3.02572454e-04,-3.98032264e-02,nan
190,2.893198,0.003,0.007656,sgd,42,331.6089,3.02821513e+02,8.64426383e-01,9.15981238e-02,3.02482221e-04,-4.95107010e-02,nan
200,2.888593,0.003,0.007417,sgd,42,331.6089,3.01912244e+02,7.24859867e-01,9.12873099e-02,3.02363722e-04,-4.11005060e-02,1.67322944e+02
210,2.831785,0.003,0.007504,sgd,42,331.6089,3.01005748e+02,6.45990760e-01,9.09136447e-02,3.02032919e-04,-4.26586378e-02,nan
220,2.837281,0.003,0.007455,sgd,42,331.6089,3.00102007e+02,9.82612716e-01,9.06263040e-02,3.01984998e-04,-3.48857208e-02,nan
230,2.831317,0.003,0.007467,sgd,42,331.6089,2.99200986e+02,9.60221867e-01,9.03436158e-02,3.01949592e-04,-3.65085102e-02,nan
240,2.801315,0.003,0.007543,sgd,42,331.6089,2.98302719e+02,1.15269581e+00,9.00406027e-02,3.01843051e-04,-3.73984846e-02,nan
250,2.778442,0.003,0.008068,sgd,42,331.6089,2.97407150e+02,1.16491316e+00,8.97883088e-02,3.01903665e-04,-2.46946410e-02,1.63710983e+02
260,2.801550,0.003,0.007673,sgd,42,331.6089,2.96514284e+02,8.35886070e-01,8.95498836e-02,3.02008667e-04,-4.47489288e-02,nan
270,2.778264,0.003,0.007641,sgd,42,331.6089,2.95624091e+02,7.34726842e-01,8.92325682e-02,3.01844711e-04,-4.87180456e-02,nan
280,2.753408,0.003,0.007592,sgd,42,331.6089,2.94736627e+02,7.06603756e-01,8.89529400e-02,3.01804839e-04,-3.19086529e-02,nan
290,2.754525,0.003,0.007523,sgd,42,331.6089,2.93851821e+02,8.66808411e-01,8.86517382e-02,3.01688578e-04,-3.88563165e-02,nan
300,2.738796,0.003,0.007643,sgd,42,331.6089,2.92969696e+02,6.28461341e-01,8.83591512e-02,3.01598263e-04,-3.64164921e-02,1.54376655e+02
