step,loss,lr,step_time,optimizer,seed,peak_memory_mb,param_norm_l2,grad_norm_l2,update_norm_l2,update_ratio,grad_update_cos,hessian_top_eig
10,84.504091,0.0001,0.076405,rmsprop,42,126.4351,3.18623248e+02,1.94467343e+01,2.72599288e-01,8.55553666e-04,-6.41706957e-01,nan
20,21.813848,0.0001,0.007436,rmsprop,42,139.2397,3.17994786e+02,1.59855168e+01,1.74895082e-01,5.49993554e-04,-6.23570555e-01,nan
30,13.669713,0.0001,0.007962,rmsprop,42,139.2397,3.17492364e+02,1.54885172e+01,1.46595013e-01,4.61727681e-04,-6.20928105e-01,nan
40,9.995954,0.0001,0.007936,rmsprop,42,139.2397,3.17054030e+02,1.19128300e+01,1.21912925e-01,3.84517824e-04,-5.83876447e-01,nan
50,7.598781,0.0001,0.007785,rmsprop,42,139.2397,3.16653919e+02,1.10543153e+01,1.03487312e-01,3.26815193e-04,-5.68516526e-01,9.54819717e+02
60,6.478589,0.0001,0.008033,rmsprop,42,331.6089,3.16279759e+02,9.18663498e+00,9.95460122e-02,3.14740382e-04,-5.92153827e-01,nan
70,5.790008,0.0001,0.007729,rmsprop,42,331.6089,3.15924735e+02,5.24495880e+00,7.32357916e-02,2.31814048e-04,-4.89647918e-01,nan
80,5.205656,0.0001,0.007786,rmsprop,42,331.6089,3.15584852e+02,1.46908377e+01,1.08015034e-01,3.42269388e-04,-6.08709060e-01,nan
90,4.906491,0.0001,0.007854,rmsprop,42,331.6089,3.15256838e+02,7.05065247e+00,7.99779324e-02,2.53691349e-04,-5.61617096e-01,nan
100,4.556691,0.0001,0.007716,rmsprop,42,331.6089,3.14938553e+02,1.83378811e+01,1.34494632e-01,4.27050391e-04,-6.58198296e-01,8.79294664e+02
110,4.373072,0.0001,0.007953,rmsprop,42,331.6089,3.14628308e+02,2.00438555e+01,1.29115689e-01,4.10375309e-04,-6.37839864e-01,nan
120,4.180441,0.0001,0.007794,rmsprop,42,331.6089,3.14324912e+02,1.02849126e+01,9.17994493e-02,2.92052732e-04,-6.10458146e-01,nan
130,4.097001,0.0001,0.007740,rmsprop,42,331.6089,3.14027395e+02,9.04895635e+00,8.03212981e-02,2.55777997e-04,-5.66640897e-01,nan
140,3.948174,0.0001,0.008058,rmsprop,42,331.6089,3.13734561e+02,1.30931253e+01,9.57645120e-02,3.05240557e-04,-5.93673818e-01,nan
150,3.837494,0.0001,0.007710,rmsprop,42,331.6089,3.13445876e+02,1.10189790e+01,8.64596231e-02,2.75835893e-04,-5.78158068e-01,8.67088618e+02
160,3.638940,0.0001,0.008031,rmsprop,42,331.6089,3.13160515e+02,1.41550214e+01,1.00090028e-01,3.19612540e-04,-5.97510806e-01,nan
170,3.633859,0.0001,0.007702,rmsprop,42,331.6089,3.12878321e+02,1.41047735e+01,9.76569776e-02,3.12124462e-04,-5.99530043e-01,nan
180,3.595120,0.0001,0.008003,rmsprop,42,331.6089,3.12599010e+02,1.33119968e+01,1.02525233e-01,3.27976830e-04,-6.11933552e-01,nan
190,3.460517,0.0001,0.007612,rmsprop,42,331.6089,3.12321875e+02,1.32814380e+01,9.78355914e-02,3.13252447e-04,-5.90304273e-01,nan
200,3.473931,0.0001,0.008231,rmsprop,42,331.6089,3.12047007e+02,1.18095367e+01,9.36542238e-02,3.00128576e-04,-5.81602191e-01,8.68597238e+02
210,3.352350,0.0001,0.008044,rmsprop,42,331.6089,3.11773697e+02,1.34751989e+01,9.93616661e-02,3.18698040e-04,-5.95067026e-01,nan
220,3.341832,0.0001,0.007755,rmsprop,42,331.6089,3.11502103e+02,1.19706363e+01,9.20849617e-02,2.95615859e-04,-5.75588474e-01,nan
230,3.328965,0.0001,0.007640,rmsprop,42,331.6089,3.11231992e+02,1.31382597e+01,1.00788694e-01,3.23837834e-04,-5.93897498e-01,nan
240,3.286434,0.0001,0.007714,rmsprop,42,331.6089,3.10963130e+02,1.45915115e+01,1.09091485e-01,3.50818071e-04,-6.02378007e-01,nan
250,3.190976,0.0001,0.007867,rmsprop,42,331.6089,3.10695495e+02,8.02662328e+00,7.23749651e-02,2.32945010e-04,-5.07127736e-01,8.55621246e+02
260,3.235589,0.0001,0.008025,rmsprop,42,331.6089,3.10428905e+02,1.43345451e+01,1.14818628e-01,3.69870933e-04,-5.93903579e-01,nan
270,3.204695,0.0001,0.007746,rmsprop,42,331.6089,3.10163266e+02,1.34435485e+01,1.08080680e-01,3.48463832e-04,-5.86005931e-01,nan
280,3.135103,0.0001,0.007813,rmsprop,42,331.6089,3.09898393e+02,1.10168512e+01,9.03303829e-02,2.91483870e-04,-5.60188575e-01,nan
290,3.117704,0.0001,0.007703,rmsprop,42,331.6089,3.09634415e+02,1.35962661e+01,1.19588263e-01,3.86224066e-04,-5.92218920e-01,nan
300,3.088559,0.0001,0.007771,rmsprop,42,331.6089,3.09371218e+02,7.70823037e+00,8.64079538e-02,2.79301851e-04,-5.57942295e-01,8.35115845e+02
