step,loss,lr,step_time,optimizer,seed,peak_memory_mb,param_norm_l2,grad_norm_l2,update_norm_l2,update_ratio,grad_update_cos,hessian_top_eig
10,168.648071,0.0001,0.091579,adamw,42,132.8374,3.19848928e+02,3.40139147e+01,1.12012626e-01,3.50204787e-04,-6.72257978e-01,nan
20,141.469274,0.0001,0.007732,adamw,42,145.6421,3.19880254e+02,4.82632429e+01,1.18555846e-01,3.70625710e-04,-6.98866267e-01,nan
30,100.500614,0.0001,0.008031,adamw,42,145.6421,3.19892067e+02,4.98701431e+01,1.25348211e-01,3.91845324e-04,-7.19131215e-01,nan
40,60.009834,0.0001,0.008074,adamw,42,145.6421,3.19888192e+02,3.72418647e+01,1.05258979e-01,3.29049280e-04,-6.01603234e-01,nan
50,37.660728,0.0001,0.008010,adamw,42,145.6421,3.19881810e+02,1.91083312e+01,8.20860139e-02,2.56613573e-04,-6.50416105e-01,5.01268090e+02
60,26.533184,0.0001,0.008080,adamw,42,338.0112,3.19874046e+02,1.40081225e+01,6.73618950e-02,2.10588811e-04,-6.69186420e-01,nan
70,20.389872,0.0001,0.008034,adamw,42,338.0112,3.19865980e+02,1.21568608e+01,5.68764611e-02,1.77813411e-04,-5.63463354e-01,nan
80,16.410727,0.0001,0.008082,adamw,42,338.0112,3.19857939e+02,9.68790419e+00,5.02224599e-02,1.57014892e-04,-5.86146919e-01,nan
90,13.612817,0.0001,0.008492,adamw,42,338.0112,3.19850025e+02,7.54417044e+00,4.66084764e-02,1.45719784e-04,-5.75369170e-01,nan
100,11.496452,0.0001,0.008065,adamw,42,338.0112,3.19841801e+02,5.73306987e+00,4.38742965e-02,1.37174992e-04,-6.44806642e-01,9.06446384e+02
110,9.802507,0.0001,0.008045,adamw,42,338.0112,3.19833686e+02,5.37547621e+00,4.17734580e-02,1.30609938e-04,-6.31972969e-01,nan
120,8.492629,0.0001,0.008095,adamw,42,338.0112,3.19825194e+02,5.01340206e+00,4.06702499e-02,1.27163997e-04,-5.60894172e-01,nan
130,7.465181,0.0001,0.008248,adamw,42,338.0112,3.19816257e+02,3.93977128e+00,3.86302295e-02,1.20788824e-04,-5.69544786e-01,nan
140,6.553966,0.0001,0.008122,adamw,42,338.0112,3.19807190e+02,3.33052143e+00,3.56452562e-02,1.11458583e-04,-5.38684117e-01,nan
150,5.916994,0.0001,0.008103,adamw,42,338.0112,3.19798256e+02,3.12595480e+00,3.27283080e-02,1.02340483e-04,-5.04799536e-01,6.87964523e+02
160,5.329621,0.0001,0.007974,adamw,42,338.0112,3.19789681e+02,3.09600876e+00,3.03976130e-02,9.50550153e-05,-4.18373115e-01,nan
170,5.032100,0.0001,0.008217,adamw,42,338.0112,3.19781385e+02,2.09115397e+00,2.89379123e-02,9.04927978e-05,-5.04841607e-01,nan
180,4.722446,0.0001,0.008055,adamw,42,338.0112,3.19773221e+02,2.17407872e+00,2.77254471e-02,8.67034676e-05,-4.41690667e-01,nan
190,4.462141,0.0001,0.008025,adamw,42,338.0112,3.19764991e+02,2.12786159e+00,2.65705855e-02,8.30941043e-05,-4.01476365e-01,nan
200,4.312108,0.0001,0.008524,adamw,42,338.0112,3.19756884e+02,2.01881004e+00,2.55355667e-02,7.98593179e-05,-3.65476599e-01,3.83657830e+02
210,4.011983,0.0001,0.008403,adamw,42,338.0112,3.19748815e+02,1.87142242e+00,2.45209458e-02,7.66881522e-05,-3.56790590e-01,nan
220,3.982355,0.0001,0.008178,adamw,42,338.0112,3.19740928e+02,2.07859289e+00,2.31390823e-02,7.23682214e-05,-2.76505655e-01,nan
230,3.856467,0.0001,0.007849,adamw,42,338.0112,3.19733177e+02,2.02950706e+00,2.17591602e-02,6.80541207e-05,-2.84842847e-01,nan
240,3.698214,0.0001,0.008061,adamw,42,338.0112,3.19725762e+02,2.10878326e+00,2.04079520e-02,6.38295514e-05,-2.37656945e-01,nan
250,3.601510,0.0001,0.007816,adamw,42,338.0112,3.19718491e+02,2.62078733e+00,1.95292193e-02,6.10825456e-05,-2.24544126e-01,7.57895821e+02
260,3.587050,0.0001,0.007933,adamw,42,338.0112,3.19711381e+02,2.53704685e+00,1.87982140e-02,5.87974501e-05,-2.10234130e-01,nan
270,3.471767,0.0001,0.008016,adamw,42,338.0112,3.19704402e+02,1.67965212e+00,1.84715613e-02,5.77770001e-05,-3.41148594e-01,nan
280,3.347594,0.0001,0.008361,adamw,42,338.0112,3.19697539e+02,1.64377804e+00,1.77293114e-02,5.54565150e-05,-3.09688332e-01,nan
290,3.308978,0.0001,0.008058,adamw,42,338.0112,3.19690733e+02,1.68180930e+00,1.68985045e-02,5.28589125e-05,-2.32486444e-01,nan
300,3.269683,0.0001,0.008019,adamw,42,338.0112,3.19683953e+02,1.49810446e+00,1.65596232e-02,5.17999824e-05,-2.85080409e-01,6.51264153e+02
