step,loss,lr,step_time,optimizer,seed,peak_memory_mb
10,167.148579,0.001,0.031160,sgd,42,0.0000
20,93.541961,0.001,0.033096,sgd,42,0.0000
30,25.210123,0.001,0.029901,sgd,42,0.0000
40,13.220309,0.001,0.031891,sgd,42,0.0000
50,9.109892,0.001,0.025789,sgd,42,0.0000
60,7.566157,0.001,0.025361,sgd,42,0.0000
70,6.627108,0.001,0.030442,sgd,42,0.0000
80,6.010946,0.001,0.026455,sgd,42,0.0000
90,5.501797,0.001,0.024994,sgd,42,0.0000
100,5.034070,0.001,0.024576,sgd,42,0.0000
110,4.724677,0.001,0.024416,sgd,42,0.0000
120,4.496154,0.001,0.024104,sgd,42,0.0000
130,4.328217,0.001,0.025845,sgd,42,0.0000
140,4.142397,0.001,0.026159,sgd,42,0.0000
150,4.006489,0.001,0.029870,sgd,42,0.0000
160,3.817456,0.001,0.025997,sgd,42,0.0000
170,3.764380,0.001,0.026604,sgd,42,0.0000
180,3.662959,0.001,0.024491,sgd,42,0.0000
190,3.597085,0.001,0.026224,sgd,42,0.0000
200,3.576696,0.001,0.027104,sgd,42,0.0000
210,3.447534,0.001,0.025188,sgd,42,0.0000
220,3.460340,0.001,0.027442,sgd,42,0.0000
230,3.413116,0.001,0.024209,sgd,42,0.0000
240,3.354677,0.001,0.024435,sgd,42,0.0000
250,3.310482,0.001,0.024675,sgd,42,0.0000
260,3.332807,0.001,0.025581,sgd,42,0.0000
270,3.271624,0.001,0.025024,sgd,42,0.0000
280,3.204876,0.001,0.027776,sgd,42,0.0000
290,3.198079,0.001,0.024163,sgd,42,0.0000
300,3.180888,0.001,0.024234,sgd,42,0.0000
