step,loss,lr,step_time,optimizer,seed,peak_memory_mb
10,136.838342,0.003,0.033634,sgd,42,0.0000
20,21.325151,0.003,0.028510,sgd,42,0.0000
30,9.210658,0.003,0.025835,sgd,42,0.0000
40,5.476106,0.003,0.029526,sgd,42,0.0000
50,4.505111,0.003,0.028169,sgd,42,0.0000
60,3.992366,0.003,0.028460,sgd,42,0.0000
70,3.677959,0.003,0.030266,sgd,42,0.0000
80,3.494086,0.003,0.030152,sgd,42,0.0000
90,3.388464,0.003,0.028647,sgd,42,0.0000
100,3.238094,0.003,0.028697,sgd,42,0.0000
110,3.189961,0.003,0.028258,sgd,42,0.0000
120,3.148677,0.003,0.029210,sgd,42,0.0000
130,3.114789,0.003,0.028543,sgd,42,0.0000
140,3.068289,0.003,0.027734,sgd,42,0.0000
150,3.035023,0.003,0.029895,sgd,42,0.0000
160,2.961101,0.003,0.027775,sgd,42,0.0000
170,2.958665,0.003,0.028443,sgd,42,0.0000
180,2.907828,0.003,0.027823,sgd,42,0.0000
190,2.893198,0.003,0.027910,sgd,42,0.0000
200,2.888593,0.003,0.028495,sgd,42,0.0000
210,2.831785,0.003,0.027138,sgd,42,0.0000
220,2.837281,0.003,0.030316,sgd,42,0.0000
230,2.831317,0.003,0.031643,sgd,42,0.0000
240,2.801315,0.003,0.027233,sgd,42,0.0000
250,2.778441,0.003,0.028459,sgd,42,0.0000
260,2.801550,0.003,0.027644,sgd,42,0.0000
270,2.778264,0.003,0.031342,sgd,42,0.0000
280,2.753408,0.003,0.030712,sgd,42,0.0000
290,2.754525,0.003,0.028018,sgd,42,0.0000
300,2.738796,0.003,0.027821,sgd,42,0.0000
