step,loss,lr,step_time,optimizer,seed,peak_memory_mb
10,143.284724,0.0003,0.037406,adamw,42,0.0000
20,53.297280,0.0003,0.038168,adamw,42,0.0000
30,20.501616,0.0003,0.038186,adamw,42,0.0000
40,12.344828,0.0003,0.029710,adamw,42,0.0000
50,8.146538,0.0003,0.027894,adamw,42,0.0000
60,6.196994,0.0003,0.027450,adamw,42,0.0000
70,5.090925,0.0003,0.030272,adamw,42,0.0000
80,4.429248,0.0003,0.026669,adamw,42,0.0000
90,4.017164,0.0003,0.026623,adamw,42,0.0000
100,3.666207,0.0003,0.028087,adamw,42,0.0000
110,3.468373,0.0003,0.026643,adamw,42,0.0000
120,3.313177,0.0003,0.026336,adamw,42,0.0000
130,3.221198,0.0003,0.028211,adamw,42,0.0000
140,3.095802,0.0003,0.027942,adamw,42,0.0000
150,2.998927,0.0003,0.028746,adamw,42,0.0000
160,2.869595,0.0003,0.026069,adamw,42,0.0000
170,2.836308,0.0003,0.026930,adamw,42,0.0000
180,2.773837,0.0003,0.026433,adamw,42,0.0000
190,2.755902,0.0003,0.027176,adamw,42,0.0000
200,2.731567,0.0003,0.026866,adamw,42,0.0000
210,2.646901,0.0003,0.026198,adamw,42,0.0000
220,2.649787,0.0003,0.025925,adamw,42,0.0000
230,2.633638,0.0003,0.026373,adamw,42,0.0000
240,2.580261,0.0003,0.026467,adamw,42,0.0000
250,2.550361,0.0003,0.028195,adamw,42,0.0000
260,2.579504,0.0003,0.026125,adamw,42,0.0000
270,2.529995,0.0003,0.026585,adamw,42,0.0000
280,2.503842,0.0003,0.026259,adamw,42,0.0000
290,2.489068,0.0003,0.026489,adamw,42,0.0000
300,2.487945,0.0003,0.029118,adamw,42,0.0000
