step,loss,lr,step_time,optimizer,seed,peak_memory_mb,param_norm_l2,grad_norm_l2,update_norm_l2,update_ratio,grad_update_cos,hessian_top_eig,test_loss,test_ppl,test_acc,test_ece,generalization_gap
160,2.501451,0.001,0.007521,adamw,2,338.0112,3.17126800e+02,2.50371968e+00,6.50667759e-02,2.05175898e-04,-2.78345913e-01,nan,2.49370974e+00,1.21061035e+01,3.07678223e-01,2.62793877e-02,-7.74089098e-03
170,2.443498,0.001,0.008198,adamw,2,338.0112,3.17090847e+02,2.19892532e+00,5.94040242e-02,1.87340709e-04,-1.83264417e-01,nan,2.47112089e+00,1.18357060e+01,3.04626465e-01,4.19445456e-02,2.76230216e-02
180,2.412773,0.001,0.007846,adamw,2,338.0112,3.17054761e+02,1.98206268e+00,5.82218389e-02,1.83633385e-04,-1.24152565e-01,nan,2.44981509e+00,1.15862042e+01,3.16223145e-01,3.66259090e-02,3.70421052e-02
190,2.427300,0.001,0.007981,adamw,2,338.0112,3.17019890e+02,3.05127839e+00,6.35884170e-02,2.00581790e-04,-2.30239340e-01,nan,2.42891651e+00,1.13465816e+01,3.20495605e-01,1.66540684e-02,1.61699057e-03
200,2.401108,0.001,0.007597,adamw,2,338.0112,3.16986216e+02,2.17536353e+00,6.34489775e-02,2.00163207e-04,-8.72804659e-02,2.35481300e+02,2.43434060e+00,1.14082936e+01,3.12988281e-01,2.34117956e-02,3.32329512e-02
210,2.383570,0.001,0.007543,adamw,2,338.0112,3.16950970e+02,1.52109864e+00,5.88827352e-02,1.85778688e-04,-2.19031222e-01,nan,2.40752771e+00,1.11064688e+01,3.18115234e-01,3.74105614e-02,2.39581645e-02
220,2.386784,0.001,0.007740,adamw,2,338.0112,3.16916592e+02,2.49326698e+00,5.93867482e-02,1.87389205e-04,-2.26335583e-01,nan,2.39871958e+00,1.10090711e+01,3.12377930e-01,1.70220752e-02,1.19351685e-02
230,2.362822,0.001,0.007771,adamw,2,338.0112,3.16881852e+02,1.64987398e+00,6.25490889e-02,1.97389306e-04,-1.70993023e-01,nan,2.38814497e+00,1.08932678e+01,3.16162109e-01,2.63282776e-02,2.53228188e-02
240,2.385745,0.001,0.007859,adamw,2,338.0112,3.16848072e+02,2.47862253e+00,6.07453902e-02,1.91717721e-04,-1.02368459e-01,nan,2.39737567e+00,1.09942859e+01,3.07556152e-01,2.50124481e-02,1.16304576e-02
250,2.366397,0.001,0.007668,adamw,2,338.0112,3.16812013e+02,2.58055040e+00,6.51655489e-02,2.05691534e-04,-2.83376460e-01,3.15757392e+02,2.37663355e+00,1.07685899e+01,3.19396973e-01,4.47606197e-02,1.02362692e-02
260,2.345681,0.001,0.007481,adamw,2,338.0112,3.16776638e+02,2.10310777e+00,6.43286344e-02,2.03072533e-04,-2.45864427e-01,nan,2.35490057e+00,1.05370811e+01,3.24035645e-01,2.80282903e-02,9.21983123e-03
270,2.331631,0.001,0.007707,adamw,2,338.0112,3.16739895e+02,2.43041320e+00,6.11327198e-02,1.93006062e-04,-1.98196695e-01,nan,2.37099975e+00,1.07080924e+01,3.11279297e-01,3.39085379e-02,3.93686652e-02
280,2.355381,0.001,0.007719,adamw,2,338.0112,3.16704314e+02,2.64411172e+00,6.32360437e-02,1.99669031e-04,-1.38349885e-01,nan,2.36879882e+00,1.06845505e+01,3.11096191e-01,2.22446721e-02,1.34176910e-02
290,2.334864,0.001,0.007676,adamw,2,338.0112,3.16667151e+02,1.96157887e+00,6.23056262e-02,1.96754308e-04,-7.36383346e-02,nan,2.35787317e+00,1.05684503e+01,3.09875488e-01,2.64567482e-02,2.30092943e-02
300,2.328583,0.001,0.007487,adamw,2,338.0112,3.16630642e+02,2.23396597e+00,5.77411949e-02,1.82361361e-04,-1.84657805e-01,2.53303951e+02,2.34592253e+00,1.04429022e+01,3.17016602e-01,1.28969785e-02,1.73395514e-02
310,2.304869,0.001,0.007613,adamw,2,338.0112,3.16594686e+02,1.84255784e+00,5.61406240e-02,1.77326489e-04,-1.03297576e-01,nan,2.34367788e+00,1.04194878e+01,3.21838379e-01,2.41251764e-02,3.88084888e-02
320,2.327408,0.001,0.007673,adamw,2,338.0112,3.16558974e+02,3.20630737e+00,6.09272883e-02,1.92467418e-04,-1.64975053e-01,nan,2.34119719e+00,1.03936723e+01,3.19274902e-01,1.48383130e-02,1.37889266e-02
330,2.292099,0.001,0.007876,adamw,2,338.0112,3.16523094e+02,1.83254068e+00,5.68307138e-02,1.79546816e-04,-4.01570889e-02,nan,2.32899195e+00,1.02675861e+01,3.20739746e-01,2.85013903e-02,3.68925929e-02
340,2.288839,0.001,0.008191,adamw,2,338.0112,3.16486766e+02,1.48511546e+00,5.96459135e-02,1.88462583e-04,-1.72951215e-01,nan,2.31875864e+00,1.01630504e+01,3.25317383e-01,1.71920749e-02,2.99192250e-02
350,2.321114,0.001,0.007701,adamw,2,338.0112,3.16451295e+02,2.75482187e+00,6.26487466e-02,1.97972793e-04,-1.95609156e-01,2.75049010e+02,2.33469817e+00,1.03263427e+01,3.21533203e-01,2.76454300e-02,1.35837257e-02
360,2.300767,0.001,0.007598,adamw,2,338.0112,3.16416387e+02,4.82430183e+00,6.65090976e-02,2.10194858e-04,-2.98594187e-01,nan,2.32085392e+00,1.01843672e+01,3.20068359e-01,2.62133847e-02,2.00865209e-02
370,2.314325,0.001,0.007541,adamw,2,338.0112,3.16381073e+02,3.19378363e+00,6.95035046e-02,2.19682878e-04,-1.60347084e-01,nan,2.35333797e+00,1.05206288e+01,2.98522949e-01,2.22222958e-02,3.90126646e-02
380,2.326511,0.001,0.007694,adamw,2,338.0112,3.16348040e+02,3.59787318e+00,6.85548431e-02,2.16707026e-04,-2.96288821e-01,nan,2.34301955e+00,1.04126305e+01,3.12683105e-01,4.46869791e-02,1.65088534e-02
390,2.287539,0.001,0.007612,adamw,2,338.0112,3.16311570e+02,3.35041591e+00,6.89601638e-02,2.18013409e-04,-1.92727059e-01,nan,2.33106402e+00,1.02888832e+01,3.18359375e-01,3.44030328e-02,4.35245812e-02
400,2.271193,0.001,0.007753,adamw,2,338.0112,3.16276538e+02,3.43876770e+00,7.91825404e-02,2.50358566e-04,-3.36649101e-01,2.99628162e+02,2.32989937e+00,1.02769073e+01,3.18298340e-01,3.24877220e-02,5.87064862e-02
410,2.310762,0.001,0.007494,adamw,2,338.0112,3.16242198e+02,2.62298515e+00,6.93720276e-02,2.19363601e-04,-2.48403984e-01,nan,2.32812670e+00,1.02587059e+01,3.22326660e-01,1.81851742e-02,1.73650801e-02
420,2.291607,0.001,0.007767,adamw,2,338.0112,3.16207192e+02,2.46827574e+00,6.53069696e-02,2.06532208e-04,-1.91704090e-01,nan,2.31279984e+00,1.01026710e+01,3.19458008e-01,2.11844241e-02,2.11932480e-02
430,2.264335,0.001,0.007737,adamw,2,338.0112,3.16170828e+02,1.82503216e+00,6.39690085e-02,2.02324196e-04,-1.73826123e-01,nan,2.30795035e+00,1.00537967e+01,3.25500488e-01,3.61484731e-02,4.36152875e-02
440,2.276626,0.001,0.008070,adamw,2,338.0112,3.16137033e+02,2.71620758e+00,7.32035547e-02,2.31556404e-04,-1.90613263e-01,nan,2.31599617e+00,1.01350141e+01,3.14636230e-01,2.17288757e-02,3.93698454e-02
450,2.288373,0.001,0.007783,adamw,2,338.0112,3.16101135e+02,2.88013174e+00,7.80540097e-02,2.46927331e-04,-3.89316848e-01,2.17020840e+02,2.30439305e+00,1.00180960e+01,3.16711426e-01,2.08007578e-02,1.60199642e-02
460,2.282239,0.001,0.007606,adamw,2,338.0112,3.16067309e+02,3.04754486e+00,7.83104022e-02,2.47764953e-04,-2.61757341e-01,nan,2.30265823e+00,1.00007314e+01,3.18359375e-01,1.73572611e-02,2.04187453e-02
470,2.285894,0.001,0.007500,adamw,2,338.0112,3.16032583e+02,2.39406441e+00,6.97688963e-02,2.20764883e-04,-2.01654069e-01,nan,2.31232929e+00,1.00979183e+01,3.19519043e-01,1.91394036e-02,2.64357328e-02
480,2.259331,0.001,0.007659,adamw,2,338.0112,3.15996105e+02,2.67693900e+00,7.43820786e-02,2.35389226e-04,-2.15294954e-01,nan,2.32303107e+00,1.02065643e+01,3.07800293e-01,2.25924418e-02,6.36999369e-02
490,2.242858,0.001,0.007905,adamw,2,338.0112,3.15960543e+02,2.36616418e+00,6.97182186e-02,2.20654826e-04,-2.59808743e-01,nan,2.28800166e+00,9.85522387e+00,3.27331543e-01,1.62088756e-02,4.51438427e-02
500,2.258269,0.001,0.007829,adamw,2,338.0112,3.15926869e+02,2.31081482e+00,6.73898039e-02,2.13308238e-04,-1.22356185e-01,2.54524736e+02,2.30165309e+00,9.99068428e+00,3.22082520e-01,2.85014537e-02,4.33842301e-02
510,2.254706,0.001,0.007524,adamw,2,338.0112,3.15891444e+02,2.74087432e+00,6.92158973e-02,2.19112922e-04,-1.82558619e-01,nan,2.28793940e+00,9.85461033e+00,3.25988770e-01,3.34654735e-02,3.32334936e-02
520,2.254322,0.001,0.007640,adamw,2,338.0112,3.15857225e+02,2.23624112e+00,7.26881065e-02,2.30129631e-04,-7.02241717e-02,nan,2.29868892e+00,9.96111406e+00,3.20861816e-01,6.39689227e-02,4.43667948e-02
530,2.252215,0.001,0.007621,adamw,2,338.0112,3.15823200e+02,2.20200121e+00,8.11370299e-02,2.56906491e-04,-3.15366600e-01,nan,2.30332202e+00,1.00073720e+01,3.17382812e-01,7.26898233e-02,5.11072278e-02
540,2.233752,0.001,0.008250,adamw,2,338.0112,3.15788652e+02,3.13898052e+00,7.95142150e-02,2.51795669e-04,-2.60430068e-01,nan,2.28405237e+00,9.81637954e+00,3.32519531e-01,1.73826272e-02,5.03004074e-02
550,2.270046,0.001,0.007697,adamw,2,338.0112,3.15754561e+02,3.34182962e+00,8.54418413e-02,2.70595747e-04,-2.69300149e-01,2.97578187e+02,2.30185089e+00,9.99266062e+00,3.30322266e-01,4.70048274e-02,3.18044603e-02
560,2.230339,0.001,0.007513,adamw,2,338.0112,3.15720538e+02,2.12324461e+00,8.44762908e-02,2.67566663e-04,-2.87333417e-01,nan,2.29263559e+00,9.90099829e+00,3.27880859e-01,7.02741558e-02,6.22965157e-02
570,2.225646,0.001,0.007656,adamw,2,338.0112,3.15685842e+02,1.68569321e+00,7.81453861e-02,2.47541625e-04,-1.44021685e-01,nan,2.28524318e+00,9.82807596e+00,3.23669434e-01,2.60234613e-02,5.95968544e-02
580,2.212509,0.001,0.007692,adamw,2,338.0112,3.15650751e+02,1.99122270e+00,8.16266494e-02,2.58597989e-04,-1.86287054e-01,nan,2.28244147e+00,9.80057901e+00,3.29650879e-01,1.60166465e-02,6.99324310e-02
590,2.209687,0.001,0.007696,adamw,2,338.0112,3.15616666e+02,2.61709221e+00,8.34979467e-02,2.64554935e-04,-2.54828031e-01,nan,2.27864259e+00,9.76341850e+00,3.23730469e-01,1.72504671e-02,6.89560533e-02
600,2.234740,0.001,0.007626,adamw,2,338.0112,3.15583436e+02,2.51559807e+00,8.38961529e-02,2.65844602e-04,-2.14091314e-01,2.62280009e+02,2.27453417e+00,9.72338847e+00,3.29101562e-01,2.90046250e-02,3.97939801e-02
610,2.258042,0.001,0.007478,adamw,2,338.0112,3.15549826e+02,2.76944960e+00,8.88183693e-02,2.81471774e-04,-1.87513035e-01,nan,2.30286577e+00,1.00028072e+01,3.28063965e-01,3.64779711e-02,4.48238671e-02
620,2.247470,0.001,0.007530,adamw,2,338.0112,3.15517861e+02,1.70866998e+00,9.33672878e-02,2.95917599e-04,-1.13124071e-01,nan,2.30530843e+00,1.00272705e+01,3.19763184e-01,3.73153699e-02,5.78381717e-02
630,2.261579,0.001,0.007594,adamw,2,338.0112,3.15484637e+02,4.23739625e+00,9.76443186e-02,3.09505780e-04,-2.99890034e-01,nan,2.27715710e+00,9.74892574e+00,3.28002930e-01,1.70478144e-02,1.55777514e-02
640,2.214385,0.001,0.007712,adamw,2,338.0112,3.15452261e+02,3.43829801e+00,9.70084844e-02,3.07521918e-04,-2.18233242e-01,nan,2.28072080e+00,9.78372998e+00,3.24768066e-01,2.75233519e-02,6.63360536e-02
650,2.272202,0.001,0.007593,adamw,2,338.0112,3.15419994e+02,2.91186081e+00,9.40467113e-02,2.98163443e-04,-1.91431277e-01,2.51098567e+02,2.26070619e+00,9.58985900e+00,3.33190918e-01,1.84871204e-02,-1.14962339e-02
660,2.225603,0.001,0.007496,adamw,2,338.0112,3.15388328e+02,2.16709691e+00,9.04087816e-02,2.86658616e-04,-1.26729196e-01,nan,2.26531655e+00,9.63417378e+00,3.35266113e-01,1.47255604e-02,3.97132277e-02
670,2.234783,0.001,0.007618,adamw,2,338.0112,3.15356711e+02,2.43706246e+00,9.85427381e-02,3.12480231e-04,-1.46756823e-01,nan,2.28123352e+00,9.78874757e+00,3.23974609e-01,3.95528146e-02,4.64509189e-02
680,2.219424,0.001,0.007660,adamw,2,338.0112,3.15325753e+02,3.46260867e+00,1.00356833e-01,3.18263994e-04,-1.78921374e-01,nan,2.26962373e+00,9.67575940e+00,3.36364746e-01,3.42290929e-02,5.01997411e-02
690,2.200186,0.001,0.007551,adamw,2,338.0112,3.15293897e+02,2.23170419e+00,1.07600740e-01,3.41271243e-04,-2.49062450e-01,nan,2.29688078e+00,9.94311927e+00,3.22814941e-01,3.16537540e-02,9.66948628e-02
700,2.200035,0.001,0.007830,adamw,2,338.0112,3.15263334e+02,2.28346922e+00,1.06744471e-01,3.38588283e-04,-2.80882545e-01,2.74104431e+02,2.27286834e+00,9.70720444e+00,3.27636719e-01,4.00025984e-02,7.28337646e-02
710,2.232858,0.001,0.007463,adamw,2,338.0112,3.15233063e+02,3.00541372e+00,1.10675356e-01,3.51090570e-04,-2.74469580e-01,nan,2.27747235e+00,9.75199956e+00,3.32885742e-01,7.53573673e-02,4.46139276e-02
720,2.198813,0.001,0.007639,adamw,2,338.0112,3.15205841e+02,2.73022083e+00,1.04231782e-01,3.30678460e-04,-1.37408608e-01,nan,2.25055057e+00,9.49296092e+00,3.42346191e-01,4.35654356e-02,5.17380595e-02
730,2.206857,0.001,0.007894,adamw,2,338.0112,3.15179501e+02,3.32714303e+00,1.09355821e-01,3.46963623e-04,-1.64741939e-01,nan,2.25181749e+00,9.50499543e+00,3.40820312e-01,2.62518821e-02,4.49603856e-02
740,2.208548,0.001,0.007926,adamw,2,338.0112,3.15152601e+02,3.28861872e+00,1.11586630e-01,3.54071739e-04,-2.15387381e-01,nan,2.23708853e+00,9.36602267e+00,3.39721680e-01,2.39614462e-02,2.85402238e-02
750,2.166730,0.001,0.007615,adamw,2,338.0112,3.15125929e+02,2.36926981e+00,1.10416483e-01,3.50388441e-04,-1.44458341e-01,1.65471836e+02,2.21924230e+00,9.20035716e+00,3.52111816e-01,2.19559530e-02,5.25119007e-02
760,2.161845,0.001,0.007878,adamw,2,338.0112,3.15099583e+02,1.94953828e+00,1.09294841e-01,3.46858096e-04,-1.28515066e-01,nan,2.22126687e+00,9.21900271e+00,3.52661133e-01,3.11263497e-02,5.94219208e-02
770,2.144753,0.001,0.007393,adamw,2,338.0112,3.15074713e+02,1.71397955e+00,1.17212512e-01,3.72014978e-04,-1.13489950e-01,nan,2.22821698e+00,9.28329897e+00,3.59069824e-01,2.89267914e-02,8.34639490e-02
780,2.155548,0.001,0.007954,adamw,2,338.0112,3.15051114e+02,1.56270547e+00,1.23942732e-01,3.93405154e-04,-1.60673836e-01,nan,2.20947126e+00,9.11089778e+00,3.59313965e-01,1.96619377e-02,5.39231837e-02
790,2.165363,0.001,0.007951,adamw,2,338.0112,3.15027403e+02,1.88531862e+00,1.25606756e-01,3.98716922e-04,-9.82550562e-02,nan,2.21217132e+00,9.13553100e+00,3.53454590e-01,2.35454405e-02,4.68082666e-02
800,2.143761,0.001,0.007929,adamw,2,338.0112,3.15003705e+02,2.99152424e+00,1.30551843e-01,4.14445420e-04,-2.02410112e-01,1.83223482e+02,2.19779852e+00,9.00516697e+00,3.57421875e-01,2.81884225e-02,5.40378153e-02
810,2.119525,0.001,0.007448,adamw,2,338.0112,3.14981436e+02,4.28800877e+00,1.34470137e-01,4.26914483e-04,-2.20349213e-01,nan,2.19258580e+00,8.95834765e+00,3.58764648e-01,2.90913695e-02,7.30607212e-02
820,2.136372,0.001,0.007516,adamw,2,338.0112,3.14959564e+02,4.56897757e+00,1.30851884e-01,4.15456137e-04,-2.08780227e-01,nan,2.17286640e+00,8.78342484e+00,3.69384766e-01,2.03811255e-02,3.64943624e-02
830,2.114882,0.001,0.007519,adamw,2,338.0112,3.14937403e+02,2.61423096e+00,1.31705866e-01,4.18196964e-04,-1.46423636e-01,nan,2.18576220e+00,8.89742756e+00,3.68774414e-01,6.33229359e-02,7.08799422e-02
840,2.135330,0.001,0.007591,adamw,2,338.0112,3.14917193e+02,3.96372121e+00,1.41245027e-01,4.48514815e-04,-2.52766683e-01,nan,2.19504794e+00,8.98043161e+00,3.68774414e-01,6.89103044e-02,5.97178876e-02
850,2.107618,0.001,0.007713,adamw,2,338.0112,3.14896198e+02,2.00044644e+00,1.28641501e-01,4.08520338e-04,-1.17882248e-01,2.28465339e+02,2.17018571e+00,8.75991074e+00,3.76831055e-01,3.22866497e-02,6.25675023e-02
860,2.059955,0.001,0.007333,adamw,2,338.0112,3.14874334e+02,2.80141689e+00,1.21899872e-01,3.87138164e-04,-1.47518482e-01,nan,2.14004391e+00,8.49981088e+00,3.84155273e-01,3.31224139e-02,8.00891995e-02
870,2.055696,0.001,0.007564,adamw,2,338.0112,3.14850712e+02,2.60581809e+00,1.30686880e-01,4.15075700e-04,-1.64326132e-01,nan,2.17223144e+00,8.77784941e+00,3.80310059e-01,6.45152475e-02,1.16535413e-01
880,2.079269,0.001,0.007455,adamw,2,338.0112,3.14826104e+02,2.95239595e+00,1.34113206e-01,4.25991378e-04,-2.44956045e-01,nan,2.13595262e+00,8.46510671e+00,3.78112793e-01,3.55036197e-02,5.66840947e-02
890,2.039803,0.001,0.007785,adamw,2,338.0112,3.14800986e+02,1.95481751e+00,1.19417514e-01,3.79342884e-04,-8.38311370e-02,nan,2.13026577e+00,8.41710355e+00,3.97460938e-01,3.19106975e-02,9.04628038e-02
900,2.025278,0.001,0.007820,adamw,2,338.0112,3.14775524e+02,2.25638046e+00,1.19769669e-01,3.80492319e-04,-6.79290073e-02,1.41090548e+02,2.09471154e+00,8.12309746e+00,3.94775391e-01,2.60441315e-02,6.94337964e-02
910,2.016083,0.001,0.007489,adamw,2,338.0112,3.14750624e+02,2.86762900e+00,1.29042140e-01,4.09982157e-04,-1.32183601e-01,nan,2.12994903e+00,8.41443794e+00,3.68896484e-01,1.87687966e-02,1.13865769e-01
920,2.020015,0.001,0.007842,adamw,2,338.0112,3.14727395e+02,3.68261229e+00,1.33560663e-01,4.24369360e-04,-1.16051302e-01,nan,2.06179547e+00,7.86006969e+00,4.04296875e-01,2.95555171e-02,4.17804837e-02
930,1.975877,0.001,0.007628,adamw,2,338.0112,3.14701195e+02,2.82983285e+00,1.35160061e-01,4.29486963e-04,-1.59422540e-01,nan,2.06397367e+00,7.87720909e+00,4.18273926e-01,3.17222377e-02,8.80970597e-02
940,1.976015,0.001,0.007420,adamw,2,338.0112,3.14676078e+02,2.83750809e+00,1.29916159e-01,4.12856802e-04,-1.72487986e-01,nan,2.03995138e+00,7.69023532e+00,4.23217773e-01,3.73291257e-02,6.39367104e-02
950,1.989210,0.001,0.007538,adamw,2,338.0112,3.14650048e+02,3.00805584e+00,1.38228937e-01,4.39310078e-04,-2.26418944e-01,2.03791755e+02,2.05387086e+00,7.79802781e+00,4.09240723e-01,3.06483333e-02,6.46609783e-02
960,1.933993,0.001,0.007456,adamw,2,338.0112,3.14623456e+02,2.32661789e+00,1.26960891e-01,4.03532822e-04,-1.12577006e-01,nan,2.05712208e+00,7.82342221e+00,4.05090332e-01,1.99645417e-02,1.23129374e-01
970,1.951386,0.001,0.007831,adamw,2,338.0112,3.14596218e+02,2.89078506e+00,1.27304531e-01,4.04660080e-04,-1.99036121e-01,nan,2.02012464e+00,7.53926460e+00,4.25720215e-01,2.30107888e-02,6.87386096e-02
980,1.929789,0.001,0.007999,adamw,2,338.0112,3.14569904e+02,2.46412028e+00,1.29852332e-01,4.12793246e-04,-1.82650402e-01,nan,2.01768190e+00,7.52087056e+00,4.19372559e-01,2.25522120e-02,8.78932834e-02
990,1.918047,0.001,0.007476,adamw,2,338.0112,3.14543440e+02,2.90492800e+00,1.32308091e-01,4.20635353e-04,-1.99607088e-01,nan,2.03372532e+00,7.64250418e+00,4.21752930e-01,2.58566063e-02,1.15677941e-01
1000,1.940250,0.001,0.007732,adamw,2,338.0112,3.14515004e+02,2.95983448e+00,1.31532718e-01,4.18208085e-04,-1.49193484e-01,2.04977124e+02,2.04028147e+00,7.69277421e+00,4.13879395e-01,3.47174652e-02,1.00031137e-01
