step,loss,lr,step_time,optimizer,seed,peak_memory_mb,param_norm_l2,grad_norm_l2,update_norm_l2,update_ratio,grad_update_cos,hessian_top_eig,test_loss,test_ppl,test_acc,test_ece,generalization_gap
160,2.940365,0.01,0.007465,sgd,2,331.6089,2.72508000e+02,9.67048189e-01,2.76156707e-01,1.01338936e-03,-4.60667557e-02,nan,2.92991954e+00,1.87261237e+01,2.70202637e-01,8.04860748e-02,-1.04455829e-02
170,2.900560,0.01,0.007405,sgd,2,331.6089,2.69770960e+02,8.73075350e-01,2.73219256e-01,1.01278231e-03,-3.85222255e-02,nan,2.91281131e+00,1.84084778e+01,2.74475098e-01,8.10662768e-02,1.22509062e-02
180,2.878555,0.01,0.007533,sgd,2,331.6089,2.67061527e+02,1.11602599e+00,2.70461634e-01,1.01273155e-03,-3.23051581e-02,nan,2.89785433e+00,1.81351914e+01,2.73010254e-01,6.85957344e-02,1.92996502e-02
190,2.869342,0.01,0.007281,sgd,2,331.6089,2.64379405e+02,1.06217070e+00,2.67682561e-01,1.01249400e-03,-4.01610613e-02,nan,2.86680871e+00,1.75808231e+01,2.83386230e-01,8.49209542e-02,-2.53304243e-03
200,2.848462,0.01,0.007544,sgd,2,331.6089,2.61724318e+02,8.09204671e-01,2.65020957e-01,1.01259585e-03,-4.27361063e-02,6.27335218e+01,2.85278368e+00,1.73359725e+01,2.85522461e-01,5.99982904e-02,4.32133675e-03
210,2.821343,0.01,0.007238,sgd,2,331.6089,2.59096133e+02,8.93873671e-01,2.62395586e-01,1.01273447e-03,-4.73712223e-02,nan,2.82822457e+00,1.69154020e+01,2.87902832e-01,7.61665372e-02,6.88140988e-03
220,2.802628,0.01,0.007389,sgd,2,331.6089,2.56494491e+02,8.24957258e-01,2.59668221e-01,1.01237348e-03,-3.60858334e-02,nan,2.81221178e+00,1.66466964e+01,2.81616211e-01,5.07341265e-02,9.58331227e-03
230,2.781808,0.01,0.007474,sgd,2,331.6089,2.53919066e+02,6.86399127e-01,2.56927815e-01,1.01184925e-03,-1.38910790e-02,nan,2.79532903e+00,1.63680135e+01,2.89733887e-01,6.82749650e-02,1.35207057e-02
240,2.801962,0.01,0.007179,sgd,2,331.6089,2.51369523e+02,4.64714758e-01,2.54672782e-01,1.01314105e-03,-4.81919911e-02,nan,2.77625552e+00,1.60587764e+01,2.90649414e-01,5.59785043e-02,-2.57060945e-02
250,2.768515,0.01,0.007710,sgd,2,331.6089,2.48845743e+02,7.65789591e-01,2.51732883e-01,1.01160213e-03,-1.31345634e-02,6.41149536e+01,2.76376149e+00,1.58593858e+01,2.92297363e-01,5.43914646e-02,-4.75376248e-03
260,2.744434,0.01,0.007195,sgd,2,331.6089,2.46347454e+02,7.60266144e-01,2.49386593e-01,1.01233680e-03,-2.97239344e-02,nan,2.75003719e+00,1.56432137e+01,2.95227051e-01,7.05751411e-02,5.60276508e-03
270,2.714099,0.01,0.007520,sgd,2,331.6089,2.43874337e+02,8.32542572e-01,2.46701880e-01,1.01159426e-03,-2.03171797e-02,nan,2.73832464e+00,1.54610606e+01,2.93090820e-01,5.90797648e-02,2.42253542e-02
280,2.736142,0.01,0.007305,sgd,2,331.6089,2.41426128e+02,6.28770534e-01,2.44476110e-01,1.01263319e-03,-4.54894130e-02,nan,2.72652817e+00,1.52797461e+01,2.90832520e-01,3.81643014e-02,-9.61387157e-03
290,2.712098,0.01,0.007746,sgd,2,331.6089,2.39002634e+02,6.57968111e-01,2.41778334e-01,1.01161368e-03,-2.04072549e-02,nan,2.70703003e+00,1.49847052e+01,2.97424316e-01,4.04392396e-02,-5.06790280e-03
300,2.683651,0.01,0.007446,sgd,2,331.6089,2.36603517e+02,5.31280450e-01,2.39353442e-01,1.01162250e-03,-2.34067954e-02,5.75587021e+01,2.69465926e+00,1.48004748e+01,3.01147461e-01,6.10194192e-02,1.10077679e-02
310,2.669762,0.01,0.007158,sgd,2,331.6089,2.34228570e+02,7.97515415e-01,2.37070647e-01,1.01213377e-03,-3.06849750e-02,nan,2.68734661e+00,1.46926388e+01,3.01757812e-01,5.44251593e-02,1.75841868e-02
320,2.681207,0.01,0.007398,sgd,2,331.6089,2.31877512e+02,4.62680014e-01,2.34596710e-01,1.01172687e-03,-1.73173615e-02,nan,2.67632049e+00,1.45315260e+01,3.01391602e-01,4.77489300e-02,-4.88692522e-03
330,2.653290,0.01,0.007309,sgd,2,331.6089,2.29550091e+02,5.45185149e-01,2.32187312e-01,1.01148865e-03,-2.51736308e-02,nan,2.66975904e+00,1.44364901e+01,2.99377441e-01,3.79715740e-02,1.64689064e-02
340,2.647858,0.01,0.007471,sgd,2,331.6089,2.27246181e+02,7.53750922e-01,2.29864001e-01,1.01151975e-03,-3.53352089e-02,nan,2.65492484e+00,1.42239169e+01,3.04260254e-01,4.08120319e-02,7.06674457e-03
350,2.655581,0.01,0.007468,sgd,2,331.6089,2.24965485e+02,4.57009597e-01,2.27471694e-01,1.01114042e-03,-1.33804356e-02,4.85128788e+01,2.64534938e+00,1.40883665e+01,3.04321289e-01,4.19102645e-02,-1.02312565e-02
360,2.626671,0.01,0.007119,sgd,2,331.6089,2.22707736e+02,5.75030820e-01,2.25262671e-01,1.01147214e-03,-2.34660910e-02,nan,2.63962045e+00,1.40078859e+01,3.03771973e-01,4.52394688e-02,1.29497826e-02
370,2.608624,0.01,0.007460,sgd,2,331.6089,2.20472717e+02,6.99818884e-01,2.22895574e-01,1.01098937e-03,-2.49391016e-02,nan,2.63384664e+00,1.39272401e+01,3.05603027e-01,3.99576663e-02,2.52223253e-02
380,2.623806,0.01,0.007561,sgd,2,331.6089,2.18260074e+02,6.16907677e-01,2.20918289e-01,1.01217912e-03,-3.27760709e-02,nan,2.62591571e+00,1.38172209e+01,2.98950195e-01,3.51805804e-02,2.11013556e-03
390,2.594475,0.01,0.008002,sgd,2,331.6089,2.16069850e+02,6.86099937e-01,2.18462839e-01,1.01107507e-03,-1.34966333e-02,nan,2.62073916e+00,1.37458803e+01,2.99560547e-01,3.27928360e-02,2.62643933e-02
400,2.575601,0.01,0.007402,sgd,2,331.6089,2.13901694e+02,4.94655001e-01,2.16371956e-01,1.01154859e-03,-3.26060659e-02,5.10582742e+01,2.61226726e+00,1.36299184e+01,3.07739258e-01,4.33864653e-02,3.66666317e-02
410,2.599652,0.01,0.007124,sgd,2,331.6089,2.11755282e+02,6.87871801e-01,2.14131834e-01,1.01122311e-03,-2.83199720e-02,nan,2.60746866e+00,1.35646706e+01,3.05358887e-01,3.70611875e-02,7.81630278e-03
420,2.585226,0.01,0.007334,sgd,2,331.6089,2.09630507e+02,4.99513554e-01,2.11947583e-01,1.01105314e-03,-2.19159397e-02,nan,2.59855905e+00,1.34443515e+01,3.03222656e-01,2.79460670e-02,1.33325875e-02
430,2.573689,0.01,0.007435,sgd,2,331.6089,2.07527101e+02,4.02760713e-01,2.09781434e-01,1.01086283e-03,-1.08016649e-02,nan,2.59466437e+00,1.33920918e+01,3.03588867e-01,2.71911761e-02,2.09755719e-02
440,2.581509,0.01,0.007751,sgd,2,331.6089,2.05444769e+02,4.98749794e-01,2.07664980e-01,1.01080686e-03,8.33557232e-04,nan,2.58868602e+00,1.33122680e+01,3.03039551e-01,3.03502301e-02,7.17731118e-03
450,2.574950,0.01,0.007409,sgd,2,331.6089,2.03383514e+02,4.39654224e-01,2.05679358e-01,1.01128825e-03,-3.30444039e-02,4.04265974e+01,2.58254310e+00,1.32307426e+01,3.03894043e-01,2.61877159e-02,7.59271979e-03
460,2.569196,0.01,0.007513,sgd,2,331.6089,2.01342971e+02,3.90164676e-01,2.03517789e-01,1.01080156e-03,-1.35591850e-02,nan,2.58086008e+00,1.32084936e+01,3.02612305e-01,2.82974416e-02,1.16637349e-02
470,2.574799,0.01,0.007477,sgd,2,331.6089,1.99322962e+02,6.84309719e-01,2.01526024e-01,1.01105273e-03,-2.94028445e-02,nan,2.57330555e+00,1.31090856e+01,3.01574707e-01,2.83289362e-02,-1.49325132e-03
480,2.544689,0.01,0.007216,sgd,2,331.6089,1.97323277e+02,5.91797628e-01,1.99521666e-01,1.01114105e-03,-2.54363203e-02,nan,2.57166699e+00,1.30876231e+01,3.02856445e-01,2.53778833e-02,2.69783318e-02
490,2.523215,0.01,0.007401,sgd,2,331.6089,1.95343828e+02,4.42855132e-01,1.97483201e-01,1.01095183e-03,-2.85879421e-02,nan,2.56412894e+00,1.29893389e+01,3.04626465e-01,2.21671578e-02,4.09136415e-02
500,2.549961,0.01,0.007633,sgd,2,331.6089,1.93384326e+02,4.18577935e-01,1.95438761e-01,1.01062358e-03,-2.45703255e-02,4.04090781e+01,2.56342790e+00,1.29802360e+01,3.04199219e-01,2.19073342e-02,1.34664476e-02
510,2.543281,0.01,0.007452,sgd,2,331.6089,1.91444528e+02,3.27312932e-01,1.93466393e-01,1.01056110e-03,-5.43387040e-03,nan,2.56251252e+00,1.29683596e+01,3.01757812e-01,2.55022048e-02,1.92318916e-02
520,2.539847,0.01,0.007236,sgd,2,331.6089,1.89524378e+02,4.98409248e-01,1.91467703e-01,1.01025369e-03,-1.76750516e-02,nan,2.55472839e+00,1.28678041e+01,3.02978516e-01,2.66934336e-02,1.48810625e-02
530,2.529309,0.01,0.007378,sgd,2,331.6089,1.87623557e+02,4.91274434e-01,1.89614251e-01,1.01061004e-03,-2.28209092e-02,nan,2.55418202e+00,1.28607755e+01,3.01330566e-01,2.17283038e-02,2.48730361e-02
540,2.518157,0.01,0.007857,sgd,2,331.6089,1.85741814e+02,4.68854220e-01,1.87786990e-01,1.01101085e-03,-3.11083280e-02,nan,2.54984716e+00,1.28051464e+01,2.96997070e-01,2.77325256e-02,3.16899836e-02
550,2.548213,0.01,0.007520,sgd,2,331.6089,1.83879069e+02,4.89550184e-01,1.85818352e-01,1.01054651e-03,-1.10055874e-02,3.92717167e+01,2.54535031e+00,1.27476930e+01,3.00964355e-01,2.34565853e-02,-2.86264420e-03
560,2.518599,0.01,0.007156,sgd,2,331.6089,1.82035194e+02,5.00939904e-01,1.84021981e-01,1.01091430e-03,-2.25037078e-02,nan,2.54332918e+00,1.27219542e+01,3.01696777e-01,2.38837180e-02,2.47303605e-02
570,2.512545,0.01,0.007459,sgd,2,331.6089,1.80209980e+02,4.45620303e-01,1.82056858e-01,1.01024848e-03,-1.72170715e-02,nan,2.53995407e+00,1.26790886e+01,3.01940918e-01,2.04853294e-02,2.74094820e-02
580,2.499399,0.01,0.007266,sgd,2,331.6089,1.78403144e+02,3.73211867e-01,1.80229084e-01,1.01023491e-03,-1.70830736e-02,nan,2.53923833e+00,1.26700170e+01,2.98034668e-01,2.67926011e-02,3.98397684e-02
590,2.490005,0.01,0.007260,sgd,2,331.6089,1.76614525e+02,4.25866768e-01,1.78430569e-01,1.01028253e-03,-1.78324330e-02,nan,2.53481647e+00,1.26141156e+01,3.02856445e-01,1.96969460e-02,4.48112905e-02
600,2.516472,0.01,0.007475,sgd,2,331.6089,1.74843873e+02,4.99774633e-01,1.76676412e-01,1.01048100e-03,-8.30584879e-03,3.73882608e+01,2.53398368e+00,1.26036150e+01,3.00354004e-01,2.54445555e-02,1.75117910e-02
610,2.518214,0.01,0.007126,sgd,2,331.6089,1.73091007e+02,4.29995319e-01,1.74945600e-01,1.01071455e-03,-3.33798193e-02,nan,2.52896705e+00,1.25405457e+01,3.02429199e-01,2.29933308e-02,1.07534468e-02
620,2.527463,0.01,0.007450,sgd,2,331.6089,1.71355852e+02,3.29586181e-01,1.73117496e-01,1.01028062e-03,-2.14842461e-02,nan,2.52554324e+00,1.24976827e+01,3.00170898e-01,2.08004950e-02,-1.91993117e-03
630,2.523328,0.01,0.007254,sgd,2,331.6089,1.69638210e+02,4.43191199e-01,1.71343893e-01,1.01005483e-03,-1.55139379e-02,nan,2.52578703e+00,1.25007298e+01,3.01208496e-01,2.69573563e-02,2.45926976e-03
640,2.498553,0.01,0.007275,sgd,2,331.6089,1.67937937e+02,2.82913164e-01,1.69679092e-01,1.01036784e-03,-1.41813150e-02,nan,2.52201250e+00,1.24536344e+01,3.01635742e-01,2.15165030e-02,2.34592259e-02
650,2.540564,0.01,0.007342,sgd,2,331.6089,1.66254881e+02,4.08100661e-01,1.67947109e-01,1.01017852e-03,-1.30602294e-02,3.21230105e+01,2.52067792e+00,1.24370252e+01,3.01391602e-01,2.73635352e-02,-1.98857546e-02
660,2.505564,0.01,0.007362,sgd,2,331.6089,1.64588623e+02,3.95844213e-01,1.66263387e-01,1.01017545e-03,-6.27593934e-03,nan,2.52069676e+00,1.24372594e+01,3.01696777e-01,2.36988247e-02,1.51323795e-02
670,2.510086,0.01,0.007208,sgd,2,331.6089,1.62939226e+02,3.63279908e-01,1.64587136e-01,1.01011364e-03,-1.78216892e-02,nan,2.51523146e+00,1.23694715e+01,3.02551270e-01,2.41182277e-02,5.14573455e-03
680,2.498743,0.01,0.007314,sgd,2,331.6089,1.61306506e+02,4.47461999e-01,1.62950863e-01,1.01019399e-03,-1.70400068e-02,nan,2.51832509e+00,1.24077973e+01,3.03039551e-01,2.09069092e-02,1.95824146e-02
690,2.472129,0.01,0.007393,sgd,2,331.6089,1.59690406e+02,4.94303330e-01,1.61312249e-01,1.01015617e-03,-1.84256809e-02,nan,2.51216769e+00,1.23316323e+01,3.04260254e-01,2.32522333e-02,4.00387287e-02
700,2.481821,0.01,0.007348,sgd,2,331.6089,1.58090463e+02,4.55294123e-01,1.59754007e-01,1.01052274e-03,-2.71185965e-02,3.18417210e+01,2.51199853e+00,1.23295465e+01,3.01574707e-01,2.30265508e-02,3.01771164e-02
710,2.498557,0.01,0.007063,sgd,2,331.6089,1.56506814e+02,2.93138701e-01,1.58086901e-01,1.01009597e-03,-2.10449503e-02,nan,2.50843760e+00,1.22857199e+01,3.02917480e-01,2.48194450e-02,9.88091826e-03
720,2.479783,0.01,0.007757,sgd,2,331.6089,1.54939149e+02,3.75763235e-01,1.56550359e-01,1.01039899e-03,-3.37180573e-02,nan,2.50571328e+00,1.22522952e+01,3.03955078e-01,1.97992695e-02,2.59303451e-02
730,2.498234,0.01,0.007053,sgd,2,331.6089,1.53387235e+02,2.84943262e-01,1.54898694e-01,1.00985388e-03,-1.02762649e-02,nan,2.50405291e+00,1.22319687e+01,3.04016113e-01,2.40872771e-02,5.81849217e-03
740,2.480888,0.01,0.007299,sgd,2,331.6089,1.51850866e+02,3.38022273e-01,1.53382212e-01,1.01008454e-03,-2.76606570e-02,nan,2.50105190e+00,1.21953155e+01,3.04077148e-01,2.05920774e-02,2.01634169e-02
750,2.475605,0.01,0.007480,sgd,2,331.6089,1.50329960e+02,3.45560530e-01,1.51846595e-01,1.01008871e-03,-2.29125778e-02,2.84043770e+01,2.49990401e+00,1.21813246e+01,3.05908203e-01,2.10076637e-02,2.42989957e-02
760,2.485717,0.01,0.007201,sgd,2,331.6089,1.48824459e+02,3.88351262e-01,1.50327722e-01,1.01010091e-03,-3.02175317e-02,nan,2.49908435e+00,1.21713442e+01,3.05175781e-01,2.19422627e-02,1.33677721e-02
770,2.464821,0.01,0.007383,sgd,2,331.6089,1.47334358e+02,3.55210756e-01,1.48906836e-01,1.01067286e-03,-2.59489166e-02,nan,2.49965811e+00,1.21783296e+01,3.04626465e-01,2.19510304e-02,3.48366261e-02
780,2.487258,0.01,0.007457,sgd,2,331.6089,1.45859187e+02,3.13647885e-01,1.47430578e-01,1.01077335e-03,-2.87409370e-02,nan,2.49390021e+00,1.21084095e+01,3.06945801e-01,2.26459219e-02,6.64258599e-03
790,2.496960,0.01,0.007402,sgd,2,331.6089,1.44398874e+02,3.71129808e-01,1.45834092e-01,1.00993926e-03,-9.30781159e-03,nan,2.49374926e+00,1.21065819e+01,3.06396484e-01,2.29434441e-02,-3.21040154e-03
800,2.481652,0.01,0.007248,sgd,2,331.6089,1.42953342e+02,3.16493007e-01,1.44375427e-01,1.00994789e-03,-3.10643732e-02,2.60230494e+01,2.49154660e+00,1.20799445e+01,3.04382324e-01,2.16300702e-02,9.89488959e-03
810,2.472727,0.01,0.007200,sgd,2,331.6089,1.41522353e+02,4.37453738e-01,1.42969185e-01,1.01022335e-03,-2.02241464e-02,nan,2.49027458e+00,1.20645883e+01,3.07617188e-01,1.98829669e-02,1.75471365e-02
820,2.473302,0.01,0.007485,sgd,2,331.6089,1.40105700e+02,3.50509992e-01,1.41558222e-01,1.01036733e-03,-2.44807604e-02,nan,2.48932162e+00,1.20530968e+01,3.06396484e-01,2.10992393e-02,1.60193503e-02
830,2.454668,0.01,0.007374,sgd,2,331.6089,1.38703427e+02,3.65304936e-01,1.40088147e-01,1.00998332e-03,-3.32951910e-02,nan,2.48624453e+00,1.20160653e+01,3.08105469e-01,2.19838586e-02,3.15764606e-02
840,2.483351,0.01,0.007213,sgd,2,331.6089,1.37315390e+02,2.94988451e-01,1.38656223e-01,1.00976462e-03,-1.92779387e-02,nan,2.48343199e+00,1.19823172e+01,3.08593750e-01,1.75635275e-02,8.08358192e-05
850,2.475823,0.01,0.007359,sgd,2,331.6089,1.35941326e+02,4.27251145e-01,1.37292112e-01,1.00993653e-03,-3.19922196e-02,2.48857493e+01,2.48271558e+00,1.19737359e+01,3.08288574e-01,1.93991684e-02,6.89219832e-03
860,2.452709,0.01,0.007099,sgd,2,331.6089,1.34580948e+02,4.37727219e-01,1.35904991e-01,1.00983827e-03,-3.69639068e-03,nan,2.48157510e+00,1.19600879e+01,3.08593750e-01,1.60217866e-02,2.88664758e-02
870,2.455640,0.01,0.007620,sgd,2,331.6089,1.33234391e+02,3.92204207e-01,1.34541955e-01,1.00981401e-03,-3.57949587e-02,nan,2.47934479e+00,1.19334429e+01,3.08898926e-01,1.64021485e-02,2.37045884e-02
880,2.465464,0.01,0.007124,sgd,2,331.6089,1.31901354e+02,3.65494811e-01,1.33149247e-01,1.00946081e-03,-2.88431372e-02,nan,2.47850323e+00,1.19234044e+01,3.08715820e-01,1.89666291e-02,1.30397081e-02
890,2.457465,0.01,0.007347,sgd,2,331.6089,1.30581941e+02,3.29069323e-01,1.31818276e-01,1.00946789e-03,-1.64610480e-02,nan,2.47854981e+00,1.19239598e+01,3.08349609e-01,2.22793491e-02,2.10852802e-02
900,2.443222,0.01,0.007050,sgd,2,331.6089,1.29275828e+02,2.70718580e-01,1.30455220e-01,1.00912307e-03,-4.86930036e-03,2.27673288e+01,2.47685316e+00,1.19037463e+01,3.09692383e-01,2.20933856e-02,3.36315215e-02
910,2.453302,0.01,0.007137,sgd,2,331.6089,1.27982796e+02,5.14630276e-01,1.29246399e-01,1.00987323e-03,-3.95596453e-02,nan,2.47637627e+00,1.18980708e+01,3.06152344e-01,1.95711730e-02,2.30746925e-02
920,2.458442,0.01,0.007396,sgd,2,331.6089,1.26702827e+02,2.92256733e-01,1.27936596e-01,1.00973750e-03,-1.97247962e-02,nan,2.47270623e+00,1.18544844e+01,3.09936523e-01,1.74144965e-02,1.42645419e-02
930,2.431691,0.01,0.007418,sgd,2,331.6089,1.25435844e+02,3.48208753e-01,1.26603800e-01,1.00931119e-03,-1.15860287e-02,nan,2.47284737e+00,1.18561577e+01,3.08288574e-01,2.29208842e-02,4.11564171e-02
940,2.441912,0.01,0.007469,sgd,2,331.6089,1.24181746e+02,2.79509545e-01,1.25387224e-01,1.00970737e-03,-3.74317735e-02,nan,2.46967176e+00,1.18185668e+01,3.08349609e-01,1.97174742e-02,2.77595818e-02
950,2.471300,0.01,0.007247,sgd,2,331.6089,1.22940231e+02,2.75405718e-01,1.24074326e-01,1.00922477e-03,-1.76354695e-02,2.09237317e+01,2.46887395e+00,1.18091417e+01,3.11462402e-01,1.75484502e-02,-2.42617726e-03
960,2.409906,0.01,0.007452,sgd,2,331.6089,1.21711306e+02,3.19470127e-01,1.22861574e-01,1.00945079e-03,-2.43896745e-02,nan,2.46817163e+00,1.18008507e+01,3.08166504e-01,1.76731371e-02,5.82655728e-02
970,2.439020,0.01,0.007595,sgd,2,331.6089,1.20494669e+02,3.35470664e-01,1.21658455e-01,1.00965841e-03,-3.19043210e-02,nan,2.46818343e+00,1.18009900e+01,3.09692383e-01,2.01443945e-02,2.91630566e-02
980,2.444205,0.01,0.007300,sgd,2,331.6089,1.19290394e+02,2.44511231e-01,1.20393316e-01,1.00924569e-03,-3.01704524e-02,nan,2.46376657e+00,1.17489817e+01,3.10668945e-01,1.84345325e-02,1.95611238e-02
990,2.433586,0.01,0.007210,sgd,2,331.6089,1.18098260e+02,3.83360250e-01,1.19177169e-01,1.00913569e-03,-2.76915208e-02,nan,2.46272403e+00,1.17367393e+01,3.11828613e-01,1.79560691e-02,2.91380525e-02
1000,2.435432,0.01,0.007384,sgd,2,331.6089,1.16918273e+02,2.53584636e-01,1.18009373e-01,1.00933216e-03,-1.31795578e-02,2.03679207e+01,2.46172717e+00,1.17250452e+01,3.11279297e-01,1.82112564e-02,2.62953341e-02
