step,loss,lr,step_time,optimizer,seed,peak_memory_mb,param_norm_l2,grad_norm_l2,update_norm_l2,update_ratio,grad_update_cos,hessian_top_eig
850,2.602003,0.0001,0.008172,rmsprop,1,331.6089,2.93885885e+02,1.08897747e+01,1.25243419e-01,4.26163439e-04,-5.42789973e-01,4.11890067e+02
860,2.580403,0.0001,0.007968,rmsprop,1,331.6089,2.93641636e+02,9.64102722e+00,1.09796799e-01,3.73914273e-04,-5.30728377e-01,nan
870,2.528751,0.0001,0.008193,rmsprop,1,331.6089,2.93397690e+02,6.87740169e+00,1.03365950e-01,3.52306625e-04,-5.12893084e-01,nan
880,2.616072,0.0001,0.007917,rmsprop,1,331.6089,2.93154069e+02,5.30554480e+00,8.75824927e-02,2.98759260e-04,-4.95107792e-01,nan
890,2.565006,0.0001,0.007972,rmsprop,1,331.6089,2.92910325e+02,1.04945554e+01,1.33271283e-01,4.54990048e-04,-5.44160374e-01,nan
900,2.505745,0.0001,0.007885,rmsprop,1,331.6089,2.92667175e+02,9.85121122e+00,1.20590771e-01,4.12040643e-04,-5.26677846e-01,2.98826909e+02
910,2.606491,0.0001,0.007888,rmsprop,1,331.6089,2.92423936e+02,5.51177911e+00,8.62740658e-02,2.95030793e-04,-4.92747509e-01,nan
920,2.577404,0.0001,0.008112,rmsprop,1,331.6089,2.92180957e+02,9.08600676e+00,1.28338076e-01,4.39241755e-04,-5.35277019e-01,nan
930,2.658010,0.0001,0.008099,rmsprop,1,331.6089,2.91938496e+02,1.05054794e+01,1.49192546e-01,5.11041016e-04,-5.38220685e-01,nan
940,2.542941,0.0001,0.008024,rmsprop,1,331.6089,2.91696399e+02,5.77741265e+00,9.38578411e-02,3.21765512e-04,-4.97506894e-01,nan
950,2.578075,0.0001,0.007879,rmsprop,1,331.6089,2.91454509e+02,1.05265391e+01,1.28524305e-01,4.40975523e-04,-5.40267617e-01,3.68014600e+02
960,2.588853,0.0001,0.007892,rmsprop,1,331.6089,2.91212634e+02,1.10390545e+01,1.27644137e-01,4.38319367e-04,-5.37178606e-01,nan
970,2.550170,0.0001,0.008112,rmsprop,1,331.6089,2.90971105e+02,1.02051990e+01,1.26621453e-01,4.35168480e-04,-5.37370430e-01,nan
980,2.563949,0.0001,0.008148,rmsprop,1,331.6089,2.90729961e+02,8.26977056e+00,1.19818743e-01,4.12130703e-04,-5.15155147e-01,nan
990,2.562681,0.0001,0.007928,rmsprop,1,331.6089,2.90488858e+02,8.07396467e+00,1.08033554e-01,3.71902573e-04,-5.29409073e-01,nan
1000,2.509087,0.0001,0.007769,rmsprop,1,331.6089,2.90248239e+02,6.42726105e+00,9.25818151e-02,3.18974597e-04,-4.92058932e-01,3.48700293e+02
