step,loss,lr,step_time,optimizer,seed,peak_memory_mb,param_norm_l2,grad_norm_l2,update_norm_l2,update_ratio,grad_update_cos,hessian_top_eig
910,2.487171,0.01,0.007419,sgd,1,331.6089,1.28435385e+02,2.62643686e-01,1.29726276e-01,1.01005090e-03,-2.90005962e-02,nan
920,2.475450,0.01,0.007578,sgd,1,331.6089,1.27150860e+02,3.17866291e-01,1.28411783e-01,1.00991675e-03,-3.56984390e-02,nan
930,2.466953,0.01,0.007615,sgd,1,331.6089,1.25879448e+02,2.97375027e-01,1.27047668e-01,1.00928046e-03,-1.88238797e-02,nan
940,2.450912,0.01,0.007416,sgd,1,331.6089,1.24620952e+02,3.00449799e-01,1.25794714e-01,1.00941865e-03,-1.75502100e-02,nan
950,2.475908,0.01,0.007371,sgd,1,331.6089,1.23374858e+02,3.09551372e-01,1.24475967e-01,1.00892491e-03,-1.74645630e-02,1.77413443e+01
960,2.420582,0.01,0.007498,sgd,1,331.6089,1.22141475e+02,3.78647358e-01,1.23372754e-01,1.01008076e-03,-3.69572372e-02,nan
970,2.436242,0.01,0.007420,sgd,1,331.6089,1.20920573e+02,3.67096184e-01,1.22047287e-01,1.00931780e-03,-2.69403985e-02,nan
980,2.446897,0.01,0.007408,sgd,1,331.6089,1.19711942e+02,3.57851694e-01,1.20846758e-01,1.00947956e-03,-3.94609311e-02,nan
990,2.440396,0.01,0.007592,sgd,1,331.6089,1.18515384e+02,3.09948930e-01,1.19600044e-01,1.00915206e-03,-1.21061643e-02,nan
1000,2.406162,0.01,0.007453,sgd,1,331.6089,1.17330824e+02,2.67975825e-01,1.18472079e-01,1.00972681e-03,-8.91161499e-03,1.76017274e+01
