step,loss,lr,step_time,optimizer,seed,peak_memory_mb
10,71.912452,0.001,0.082195,rmsprop_pnorm,42,1175.9473
20,42.826176,0.001,0.010390,rmsprop_pnorm,42,1175.9473
30,35.073080,0.001,0.010167,rmsprop_pnorm,42,1175.9473
40,32.039050,0.001,0.010163,rmsprop_pnorm,42,1175.9473
50,30.198853,0.001,0.010100,rmsprop_pnorm,42,1175.9473
60,28.934941,0.001,0.010031,rmsprop_pnorm,42,1175.9473
70,27.906705,0.001,0.010051,rmsprop_pnorm,42,1175.9473
80,26.918144,0.001,0.010086,rmsprop_pnorm,42,1175.9473
90,26.140640,0.001,0.010162,rmsprop_pnorm,42,1175.9473
100,25.234384,0.001,0.010102,rmsprop_pnorm,42,1175.9473
110,24.750534,0.001,0.009983,rmsprop_pnorm,42,1175.9473
120,23.968752,0.001,0.010047,rmsprop_pnorm,42,1175.9473
130,23.397497,0.001,0.010108,rmsprop_pnorm,42,1175.9473
140,22.841961,0.001,0.010033,rmsprop_pnorm,42,1175.9473
150,22.309118,0.001,0.010138,rmsprop_pnorm,42,1175.9473
160,21.860093,0.001,0.009880,rmsprop_pnorm,42,1175.9473
170,21.286917,0.001,0.010067,rmsprop_pnorm,42,1175.9473
180,20.679902,0.001,0.010028,rmsprop_pnorm,42,1175.9473
190,20.344500,0.001,0.010110,rmsprop_pnorm,42,1175.9473
200,19.952830,0.001,0.010011,rmsprop_pnorm,42,1175.9473
