step,loss,lr,step_time,optimizer,seed,peak_memory_mb
10,156.213937,0.0001,0.091825,rmsprop_pnorm,42,1175.9473
20,72.195981,0.0001,0.010130,rmsprop_pnorm,42,1175.9473
30,56.592324,0.0001,0.010059,rmsprop_pnorm,42,1175.9473
40,52.483582,0.0001,0.010068,rmsprop_pnorm,42,1175.9473
50,49.993446,0.0001,0.009941,rmsprop_pnorm,42,1175.9473
60,48.265350,0.0001,0.010075,rmsprop_pnorm,42,1175.9473
70,46.972081,0.0001,0.009947,rmsprop_pnorm,42,1175.9473
80,46.036349,0.0001,0.009882,rmsprop_pnorm,42,1175.9473
90,45.076225,0.0001,0.010114,rmsprop_pnorm,42,1175.9473
100,44.282426,0.0001,0.010004,rmsprop_pnorm,42,1175.9473
110,43.728450,0.0001,0.009925,rmsprop_pnorm,42,1175.9473
120,43.147939,0.0001,0.010723,rmsprop_pnorm,42,1175.9473
130,42.675604,0.0001,0.009956,rmsprop_pnorm,42,1175.9473
140,42.359871,0.0001,0.010059,rmsprop_pnorm,42,1175.9473
150,41.761015,0.0001,0.009875,rmsprop_pnorm,42,1175.9473
160,41.628303,0.0001,0.009833,rmsprop_pnorm,42,1175.9473
170,41.007649,0.0001,0.009938,rmsprop_pnorm,42,1175.9473
180,40.845461,0.0001,0.009849,rmsprop_pnorm,42,1175.9473
190,40.590614,0.0001,0.009808,rmsprop_pnorm,42,1175.9473
200,40.253207,0.0001,0.009819,rmsprop_pnorm,42,1175.9473
