step,loss,lr,step_time,optimizer,seed,peak_memory_mb
10,98.728068,0.0003,0.070492,rmsprop_pnorm,42,1175.9473
20,48.726648,0.0003,0.010202,rmsprop_pnorm,42,1175.9473
30,44.790052,0.0003,0.009979,rmsprop_pnorm,42,1175.9473
40,42.870684,0.0003,0.009973,rmsprop_pnorm,42,1175.9473
50,41.635407,0.0003,0.009974,rmsprop_pnorm,42,1175.9473
60,40.576689,0.0003,0.009795,rmsprop_pnorm,42,1175.9473
70,39.838573,0.0003,0.010129,rmsprop_pnorm,42,1175.9473
80,39.123170,0.0003,0.009943,rmsprop_pnorm,42,1175.9473
90,38.518820,0.0003,0.009697,rmsprop_pnorm,42,1175.9473
100,37.838233,0.0003,0.009963,rmsprop_pnorm,42,1175.9473
110,37.465018,0.0003,0.009984,rmsprop_pnorm,42,1175.9473
120,36.895336,0.0003,0.009865,rmsprop_pnorm,42,1175.9473
130,36.445161,0.0003,0.009781,rmsprop_pnorm,42,1175.9473
140,36.043095,0.0003,0.010193,rmsprop_pnorm,42,1175.9473
150,35.495980,0.0003,0.009952,rmsprop_pnorm,42,1175.9473
160,35.323261,0.0003,0.009890,rmsprop_pnorm,42,1175.9473
170,34.758682,0.0003,0.009740,rmsprop_pnorm,42,1175.9473
180,34.521323,0.0003,0.009879,rmsprop_pnorm,42,1175.9473
190,34.248369,0.0003,0.009958,rmsprop_pnorm,42,1175.9473
200,33.820906,0.0003,0.009836,rmsprop_pnorm,42,1175.9473
