step,loss,lr,step_time,optimizer,seed,peak_memory_mb
910,10.389720,0.001,0.010006,rmsprop_pnorm,42,1175.9473
920,10.386666,0.001,0.010042,rmsprop_pnorm,42,1175.9473
930,10.390660,0.001,0.010142,rmsprop_pnorm,42,1175.9473
940,10.386547,0.001,0.010037,rmsprop_pnorm,42,1175.9473
950,10.388625,0.001,0.010034,rmsprop_pnorm,42,1175.9473
960,10.387823,0.001,0.010045,rmsprop_pnorm,42,1175.9473
970,10.386432,0.001,0.010150,rmsprop_pnorm,42,1175.9473
980,10.385830,0.001,0.010914,rmsprop_pnorm,42,1175.9473
990,10.384965,0.001,0.010584,rmsprop_pnorm,42,1175.9473
1000,10.385182,0.001,0.010195,rmsprop_pnorm,42,1175.9473
